E457CA;En venta casa de Lujo en Las Palmas;Excelente estado;Las Palmas, Las palmas, Santa Cruz;¡Preguntale!;4;3;600 m2;1;650 m2;2;U$S 850.000
Y9E02;Hermosa Casa en Venta Urbanización El Bosque Sur;Excelente estado;Av. Centenario (Urbanización El Bosque Sur), Condebamba, Cochabamba;2003;4;3;1.000 m2;2;574 m2;3;U$S 750.000
RAB79;a.v pirai 8vo anillo;Sin Definir;Doble via la guardia, Santa Cruz;2018;2;1;390 m2;1;100 m2;3;U$S 95.000
JC622;HERMOSA CASA-QUINTA EN VENTA;Excelente estado;ENTRE 5 Y 6TO ANILLO RADIAL 26, Norte, Santa Cruz;¡Preguntale!;5;3;27.107 m2;1;712 m2;3;U$S 2.239.630
KE4F7;Casa con dos departamentos y local;Excelente estado;Sexto anillo zona santos dumont urbanización las palmitas, Sur, Santa Cruz;¡Preguntale!;5;2;270 m2;1;182 m2;1;U$S 88.000
VD315;Hermosa Residencia con vistas increibles, 1200 m² terreno;Excelente estado;Urb Escondida, La Florida, La Paz;2015;4;3;1.200 m2;3;787 m2;3;U$S 2.290.000
Q03EA;PROLONGACIÓN QUIJARRO # 12;Sin Definir;Centro, Santa Cruz;2014;4;3;640 m2;1;505 m2;1;U$S 470.000
R2ED2;Km. 10 carretera al Norte;Buen estado;Km. 10 carretera al Norte, Norte, Santa Cruz;¡Preguntale!;3;2;365 m2;1;227 m2;1;U$S 110.000
V6B6D;VENDO CASA Y DEPARTAMENTO EN ZONA OESTE 1ER ANILLO;Buen estado;AV. LANDIVAR CALLE F. CECILIO JORDAN No. 38 LADO SUB ESTACION DE CRE, Centro, Santa Cruz;1988;3;3;602 m2;2;279 m2;3;U$S 230.000
UD9D4;Casa BENI, cerca al 2 anillo 555mtrs;Excelente estado;AV. BENI ENTRE 2DO Y 3ER ANILLO, Norte, Santa Cruz;¡Preguntale!;5;3;555 m2;2;600 m2;3;U$S 398.000
K9F55;CASA EN VENTA EN CONDOMINIO PRADO NORTE, KM. 8.5;Excelente estado;Cristo Redentor Km 8, Remanso, Santa Cruz;¡Preguntale!;None;2;32.375 m2;2;260 m2;1;U$S 135.000
R11A0;Chasquipampa Calle 7 Los Lirios;Sin Definir;Chasquipampa, La Paz;2010;3;3;240 m2;¡Preguntale!;300 m2;2;U$S 150.000
J7073;c. Innominada esq. Av. Aguas Potables;A estrenar;C. Innominada esq. Av. Aguas Potables, Tiquipaya, Cochabamba;2019;4;3;270 m2;3;250 m2;2;U$S 135.000
PEE88;Casa y galpón en terreno de 630mt2;Excelente estado;Av. St. Dumont y 7 Anillo. A una cuadra de la Doble Via St. Dumont., Sur, Santa Cruz;2018;2;2;630 m2;2;630 m2;2;U$S 140.000
O3BD5;CASA A ESTRENAR;A estrenar;Este, Santa Cruz;¡Preguntale!;3;3;220 m2;¡Preguntale!;122 m2;¡Preguntale!;U$S 65.500
O1A0E;Casa independiente sobre Av. pavimentada, barrio Paraíso de la ciudad de Cobija;Excelente estado;Calle Flor de Patujú s/n, Cobija, Cobija;2013;5;3;360 m2;2;246 m2;1;U$S 135.000
VBA85;Venta Hermosa Casa;Excelente estado;Norte, Santa Cruz;¡Preguntale!;3;3;460 m2;¡Preguntale!;365 m2;¡Preguntale!;U$S 480.000
XAFEB;Casa en condominio zona norte;Excelente estado;Norte, Santa Cruz;¡Preguntale!;4;3;988 m2;2;504 m2;2;U$S 345.000
C0450;Casa Plan 3 mil zona mercado Guapuru;Buen estado;Urbanizacion El *** , Sur, Santa Cruz;2010;3;1;360 m2;1;125 m2;1;U$S 63.000
C5CD0;Casas a estrenar en venta;A estrenar;Pentaguazu 1, av. Monte Carmelo, Ciudadelas, Santa Cruz;2019;2;1;71 m2;1;50 m2;1;U$S 35.200
88932;VENDO MI CASA, 360000 dolares 71659136;Excelente estado;calle los pinos #4, Equipetrol, Santa Cruz;2008;4;3;159 m2;3;254 m2;2;U$S 360.000
181B4;Casa obra gruesa sobre terreno de 456m en urbanizacion Bisa, zona la Tamborada;A estrenar;Urb. Bisa, Pukara Grande, Zona la Tamborada (a 1km del puente de la Tamborada), Centro, Cochabamba;2016;4;3;456 m2;3;192 m2;1;U$S 110.000
25175;Condominio Valle de Cartago, Zona Norte Av G77;Excelente estado;Condominio Valle de Cartago, zona Av G77, Norte, Santa Cruz;2020;3;3;390 m2;2;150 m2;2;U$S 120.000
P18EB1;Condominio SANTA CRUZ DE LA COLINA (FASE 2) Casa en venta 4 Dormitorios;Excelente estado;Cond. Santa Cruz de la Colina Fase II, Mnz16 Casa 2A, Urubó, Santa Cruz;2016;4;3;523 m2;1;220 m2;2;U$S 195.000
FB4F7E;Condominio Asai 2 Doble via la guardia KM 9 1/2;Excelente estado;Doble via la guardia, Santa Cruz;2018;3;3;334 m2;1;205 m2;2;U$S 131.000
GD9D02;Condominio Sevilla los jardines;Sin Definir;Norte, Santa Cruz;2017;3;2;220 m2;¡Preguntale!;115 m2;2;U$S 92.000
I9005B;Condominio cerrado ASAI NORTE 2, Av. Banzer km 8 1/2 entrando por Mainter;Sin Definir;Remanso, Santa Cruz;2022;None;3;160 m2;¡Preguntale!;140 m2;2;U$S 95.500
C81478;Casa en Palma verde lista para mudarse!;Sin Definir;Este, Santa Cruz;2000;3;3;300 m2;¡Preguntale!;154 m2;2;U$S 86.000
SFC922;¡CASA EN VENTA, IDEAL PARA OFICINA O NEGOCIO!;Buen estado;Calle Horacio Ríos y Av. Suarez Arana, entre 1er y 2do Anillo. , Centro, Santa Cruz;¡Preguntale!;5;3;165.410 m2;2;273 m2;2;U$S 170.000
P6D0DA;Sequoia Aranjuez;Excelente estado;Aranjuez, La Paz;2013;4;3;531 m2;2;450 m2;3;U$S 490.000
IC48A2;Calle Ballivian 536;Sin Definir;Centro, Santa Cruz;2011;5;3;¡Preguntale!;3;672 m2;¡Preguntale!;U$S 355.000
M3C6F0;Hermosa casa en Urbanización Kaoba zona norte, a estrenar;A estrenar;Remanso, Santa Cruz;2021;4;3;170 m2;2;166 m2;2;U$S 95.000
None;Hermosa casa en Urbanización Kaoba zona norte, a estrenar;None;None;2021;None;None;None;None;None;None;None
ZA5679;Av Pirai / 5to anillo vendo amplia casa en condominio cerrado;A estrenar;5to anillo y av pirai, Oeste, Santa Cruz;¡Preguntale!;4;3;273 m2;1;168 m2;2;U$S 112.000
Y504AE;COMODA CASA EN VENTA 5TO ANILLO PIRAI;Excelente estado;PIRAI 5TO ANILLO, Oeste, Santa Cruz;2016;3;3;217 m2;2;180 m2;3;U$S 192.000
P49557;CASA TIPO TOWN HOUSE EN VENTA;Excelente estado;Entre San Martín y Canal Isuto – Villa Brígida, Norte, Santa Cruz;2019;3;3;165 m2;2;300 m2;2;U$S 219.000
QA32FA;Casa en venta, sobre avenida, zona norte.;Excelente estado;6to anillo entre av. alemana y av. 2 de agosto. , Norte, Santa Cruz;¡Preguntale!;5;3;560 m2;2;632 m2;3;U$S 410.000
S7F6E9;Condominio Natural Village casas en preventa zona norte.;A estrenar;Km 8 1/2 Entrando por Mainter., Norte, Santa Cruz;2022;3;3;185 m2;2;140 m2;1;U$S 77.000
I23576;Espectacular y bella casa en venta Las Palmas.;Excelente estado;Las Palmas Calle Barcelona, Oeste, Santa Cruz;2010;5;3;600 m2;2;594 m2;3;U$S 780.000
IF05DE;Casa en venta zona norte Remanso III Noveno Anillo.;A estrenar;9no anillo, Norte, Santa Cruz;2022;3;3;150 m2;2;145 m2;2;U$S 116.000
U73534;VIRGEN DE COTOCA- URBANIZACION EL MUNDO;A estrenar;Urbanizacion el mundo , Oeste, Santa Cruz;2022;4;3;160 m2;1;133 m2;¡Preguntale!;U$S 89.500
QB041C;CASA PIRAI 6TO ANILLO;Excelente estado;pirai, Oeste, Santa Cruz;2018;3;3;195 m2;1;155 m2;2;U$S 135.000
OF243F;CASA DE LUJO AL NORTE;Buen estado;4to anillo, Norte, Santa Cruz;2012;4;3;480 m2;2;600 m2;2;U$S 580.000
Z31811;Norte km 8½ Condominio Cerrado;A estrenar;Km 8½ norte, Remanso, Santa Cruz;2022;4;3;160 m2;2;176 m2;2;U$S 119.000
X750DB;Casas en Pre-Venta en "CONDOMINIO URUBÓ NORD";A estrenar;Urubo, Urubó, Santa Cruz;2022;3;3;210 m2;2;153 m2;2;U$S 145.000
R36C31;CASA EN VENTA EN COLINAS DEL URUBO SECTOR 2;Excelente estado;URUBO, Urubó, Santa Cruz;2015;5;3;1.595 m2;2;802 m2;3;U$S 1.200.000
X4648C;CASAS EN VENTA ZONA ESTE EN CONDOMINIO;A estrenar;Este, Santa Cruz;2022;None;3;182 m2;2;130 m2;2;U$S 80.000
IFA4C4;CASA EN VENTA B/ LAS PALMAS. Próximo al Col. Americano;Excelente estado;Las Palmas, Oeste, Santa Cruz;2002;4;3;596 m2;2;600 m2;2;U$S 600.000
TCAE78;Tu Casa c/DISEÑO INTERIOR : Linda! PRE-VENTA $ 135,300;En construcción;Km 8½ norte, Remanso, Santa Cruz;2022;3;3;160 m2;2;180 m2;2;Consultar
HF3957;CASA EN VENTA EN CONDOMINIO LA FONTANA LA RIVIERA 1;Buen estado;Norte, Santa Cruz;2015;3;2;266 m2;1;86 m2;2;U$S 87.000
MDAB02;EN CONDOMINIO NORTE;Buen estado;CONDOMINIO POLO COUNTRY CLUB , Norte, Santa Cruz;2000;3;3;1.050 m2;1;264 m2;3;U$S 155.000
O6731D;CASA EN VENTA ZONA SUR, 2do ANILLO STOS DUMONT;Buen estado;Sur, Santa Cruz;2005;4;3;350 m2;2;287 m2;2;U$S 280.000
XACD82;Casa de lujo 4 dormitorios en suite Barrio Norte;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2.014;5;3;486 m2;2;453 m2;3;U$S 690.000
CE107F;CASA DE LUJO EN EL URUBÓ- CONDOMINIO CERRADO;Excelente estado;Santa Cruz la vieja, Urubó, Santa Cruz;2022;4;3;450 m2;2;450 m2;3;U$S 410.000
T7E9DB;A ESTRENAR Z-NORTE;A estrenar;8VO ANILLO AV BENI , Norte, Santa Cruz;¡Preguntale!;4;3;210 m2;2;250 m2;3;U$S 125.000
H176E7;EDIFICIO EN VENTA - RENTABILIDAD ANUAL 9%;A estrenar;6TO Y 7MO SANTOS DUMONT , Sur, Santa Cruz;2022;5;3;252 m2;3;390 m2;3;U$S 275.000
P28083;CASA EN VENTA EN ZONA SUR, BARRIO EL TAJIBO;Excelente estado;Sur, Santa Cruz;2018;4;3;290 m2;2;360 m2;2;U$S 128.000
J12D86;CASA EN VENTA ZONA SUR;Requiere mantenimiento;Sur, Santa Cruz;1990;5;2;420 m2;1;242 m2;2;U$S 99.000
XA9AF1;HERMOSA Y AMPLIA CASA EN ZONA NORTE;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2010;4;3;480 m2;2;560 m2;3;U$S 560.000
B343EE;CASA EN VENTA ZONA NORTE;A estrenar;Norte, Santa Cruz;2023;3;2;180 m2;2;120 m2;2;U$S 87.500
U11A94;hermosa casa en venta;A estrenar;7mo anillo, Norte, Santa Cruz;2021;3;2;180 m2;2;160 m2;2;U$S 89.000
P2FE80;Casa en venta zona norte 4to anillo;Excelente estado;4to anillo, Norte, Santa Cruz;2020;5;3;494 m2;2;537 m2;3;U$S 620.000
KF63E6;CASA EN VENTA AV. BENI ENTRE 8VO Y 9NO ANILLO;Excelente estado;Entre 9avo y 9no anillo, Norte, Santa Cruz;2019;3;3;210 m2;2;174 m2;2;U$S 95.000
UD2D0A;CASA EN VENTA EN ZONA NORTE;A estrenar;Remanso, Santa Cruz;2023;3;3;210 m2;2;143 m2;2;U$S 120.000
WEEF2D;Casa en Barrio Las Palmas en venta.;Excelente estado;Barrio Las Palmas, Oeste, Santa Cruz;2021;5;3;315 m2;2;390 m2;2;U$S 269.800
K37F31;LA HACIENDA DEL URUBO;Buen estado;LA HACIENDA DEL URUBO , Urubó, Santa Cruz;¡Preguntale!;4;3;790 m2;1;384 m2;3;U$S 495.000
MC2921;Hermosa casa en venta en Barrio Urbarí – Sobre Alameda;Excelente estado;Urbari, Urbari, Santa Cruz;2019;4;3;453 m2;2;450 m2;3;U$S 359.000
N4B08C;Casa en venta zona oeste;Buen estado;Barrio Santa Rosita zona oeste, Oeste, Santa Cruz;1994;4;3;434 m2;1;290 m2;1;U$S 225.000
J24C42;VENTA CASA 2 PLANTAS - ZONA OESTE;Excelente estado;DOBLE VIA, Doble via la guardia, Santa Cruz;2009;4;3;151 m2;2;185 m2;2;U$S 125.000
WDB126;PRE VENTAS CASAS EN COND. DOBLE VIA LA GUARDIA;En construcción;8vo anillo doble via la guardia, Doble via la guardia, Santa Cruz;2023;3;3;150 m2;2;135 m2;2;U$S 106.000
F79FBE;G77- CASA EN VENTA;Buen estado;G77, Norte, Santa Cruz;2019;3;3;220 m2;2;150 m2;2;U$S 100.000
EE8C26;CASAS EN VENTA ZONA NORTE;A estrenar;Norte, Santa Cruz;2022;3;3;180 m2;2;120 m2;2;U$S 87.500
EB2BAB;CASA EN CONDOMINIO - BANZER;Buen estado;AV. BANZER SEXTO ANILLO, Norte, Santa Cruz;¡Preguntale!;3;3;200 m2;2;180 m2;2;U$S 160.000
U3CE7D;B. COLORADA 4TO ANILLO;Buen estado;4to anillo B. COLORADA- Radial 13 , Sur, Santa Cruz;2006;4;1;242 m2;1;120 m2;2;U$S 85.000
L75266;COLINAS SECTOR PARAISO;Excelente estado;URUBO COLINAS SECTOR PARAISO , Urubó, Santa Cruz;¡Preguntale!;5;3;2.085 m2;2;850 m2;3;U$S 1.200.000
EFC73D;CASA EN VENTA ZONA NORTE, REMANSO 2;Excelente estado;Remanso, Santa Cruz;2010;3;3;210 m2;2;186 m2;2;U$S 120.000
R7FEAD;CASA EN VENTA EN EQUIPETROL;Excelente estado;equipetrol , Equipetrol, Santa Cruz;2005;3;3;340 m2;2;360 m2;2;U$S 348.000
L94945;CASA EN DOBLE VIA A LA GUARDIA KM14;A estrenar;La Guardia, La Guardia;2020;3;2;2 m2;1;110 m2;2;U$S 53.000
O89CC3;HERMOSA CASA A ESTRENAR EN ZONA NORTE REMANSO.;A estrenar;Remanso, Norte, Santa Cruz;2022;3;2;200 m2;1;106 m2;2;U$S 69.900
D1DBE2;Casa en venta avenida Alemana 7mo anillo;Excelente estado;Av. Alemana, 7mo. Anillo, Norte, Santa Cruz;2015;3;3;225 m2;2;212 m2;2;U$S 130.000
V225F7;CASA EN VENTA CONDOMINIO LE PARC AV. RADIAL 26 ENTRE 5TO Y 6TO ANILLO;A estrenar;Radial 26 entre 5to y 6to anillo, Norte, Santa Cruz;2021;4;3;300 m2;2;275 m2;2;U$S 230.000
J6356C;URUBO-COLINAS LA CAÑADA;Excelente estado;CONDOMINIO LA CAÑADA, Urubó, Santa Cruz;2018;4;3;750 m2;2;400 m2;3;U$S 430.000
SECD16;CONDOMINIO COLINAS DEL URUBO SECTOR 1;Excelente estado;COLINAS SECTOR 1, Urubó, Santa Cruz;2014;3;3;750 m2;2;590 m2;3;U$S 650.000
Y9093D;Zona Norte, Casa de 4 Dorm en Venta;A estrenar;Remanso, Santa Cruz;2022;4;3;160 m2;2;196 m2;2;U$S 123.000
VCF357;CURUPAU NORTE- CASAS EN VENTA;A estrenar;Av. alemana pasado el 8vo. anillo , Norte, Santa Cruz;2022;3;3;180 m2;1;95 m2;2;U$S 78.000
FFB61A;Casa en venta en Urbanización San Rafael Norte;Excelente estado;7mo anillo Canal Pedro Velez, Norte, Santa Cruz;2021;3;3;167 m2;2;167 m2;2;U$S 110.000
DB6EA5;ALEMANA Y AV. CLARACUTA 8vo. ANILLO- CASA EN VENTA;A estrenar;8vo. anillo entre av. Alemana y av. Claracuta , Norte, Santa Cruz;2022;3;3;190 m2;2;155 m2;2;U$S 104.000
F115E4;Hermosa Casa en Venta (Condominio Múnich);Excelente estado;Avenida Beni 8avo anillo, Norte, Santa Cruz;2019;None;3;248 m2;1;337 m2;2;U$S 265.000
I9853A;OPORTUNIDAD DE INVERSIÓN A PRECIO DE TERRENO Equipetrol Av. San Martin;Excelente estado;Equipetrol Avenida San Martin, Equipetrol, Santa Cruz;2014;4;3;314 m2;2;250 m2;1;U$S 345.000
V2721C;Casa de Lujo en PreVenta en exclusivo Condominio Rio Sierra Urubo;A estrenar;Rio Sierra Urubo, Urubó, Santa Cruz;2023;3;3;1.200 m2;3;540 m2;3;U$S 642.200
V7F7BD;CASA EN VENTA EN CONDOMINIO ZONA NORTE.;Excelente estado;km 10, Norte, Santa Cruz;2018;3;3;195 m2;1;170 m2;2;U$S 119.000
D4973F;CASA EN VENTA IDEAL PARA NEGOCIO CON TIENDAS;Excelente estado;AV. ALEMANA Y MUTUALISTA, Norte, Santa Cruz;2012;3;3;158 m2;2;198 m2;2;U$S 175.000
P9EB0C;Hermosa casa en venta Barrio Urbarí.;Excelente estado;Urbarí Avenida Barrientos, Urbari, Santa Cruz;2010;3;3;700 m2;2;404 m2;2;U$S 450.000
V1936A;Hermosa casa en venta en Jardines del Urubo II;Excelente estado;Jardines del Urubo II, Urubó, Santa Cruz;2020;3;3;268 m2;2;250 m2;2;U$S 195.000
VACF57;Hermosas casas en venta Condominio Colonial Norte I;A estrenar;Km 10, Norte, Santa Cruz;2022;3;3;145 m2;2;148 m2;2;U$S 95.000
Q5A692;CASA EN VENTA ZONA NORTE AV. ALEMANA;Excelente estado;7mo. Y 8vo. ANILLO, Norte, Santa Cruz;2015;3;3;216 m2;2;233 m2;2;U$S 220.000
U571AE;Casa en venta zona norte Condominio Terranova;Excelente estado;7mo anillo, Norte, Santa Cruz;2018;3;3;250 m2;2;170 m2;2;U$S 150.000
Q25F56;HERMOSA CASA COMERCIAL EN VENTA.;Excelente estado;Av. Doble vía a la Guardia Entre 6to y 7mo anillo, Oeste, Santa Cruz;2010;5;3;2.189 m2;2;1.140 m2;3;U$S 1.290.000
AE8AFD;CASA EN VENTA LADO CONDOMINIO BUGANVILLAS.;Excelente estado;3er. y 4to. anillo, Zona Roca y Coronado2, Oeste, Santa Cruz;2015;3;3;181 m2;2;165 m2;1;U$S 210.000
OD8293;CASA EN VENTA Y/O ALQUILER CONDOMINIO "LAS PALMERAS";Excelente estado;4to y 5to ANILLO ENTRE RADIALES 26 Y 27, Norte, Santa Cruz;2015;3;3;202 m2;2;198 m2;2;U$S 169.800
G1A764;Casa fuera de Condominio Zona Norte, 6to Anillo Av. Pedro Vélez;Excelente estado;6to Anillo Av. Pedro Vélez, Norte, Santa Cruz;2020;5;3;720 m2;2;660 m2;3;U$S 460.000
C422FB;HERMOSA CASA EN SEVILLA LAS TERRAZAS;Excelente estado;Km 10, Norte, Santa Cruz;2010;3;1;197 m2;1;95 m2;1;U$S 87.000
A9BC7A;Casa en venta en Urbanización Valle Azul (Avenida Banzer 7mo anillo);Excelente estado;Avenida Cristo Redentor 7mo anillo, Norte, Santa Cruz;2009;4;3;312 m2;2;356 m2;3;U$S 228.000
ED716D;En Venta Casa Comercial de 4 dormitorios sobre avenida;Excelente estado;Av. Radial 13 entre 5to y 6to Anillo, Sur, Santa Cruz;1997;4;3;353 m2;1;373 m2;3;U$S 230.000
NC1781;EN PLENA ESQUINA CASA EN VENTA.HAMACAS Z/NORTE;Excelente estado;Barrio Hamacas Calle Rurrenabaque esq. Calle Rio Forus, Norte, Santa Cruz;2.017;4;3;445 m2;2;530 m2;3;U$S 470.000
R79891;CONDOMINIO JOINVILLE 8vo Anillo Av. Beni;A estrenar;8avo anillo Beni, Norte, Santa Cruz;2022;4;3;225 m2;2;206 m2;3;U$S 155.900
YC9300;En venta casa en Las Palmas;Excelente estado;Las Palmas calle Tobite, Oeste, Santa Cruz;2002;5;3;1.053 m2;2;606 m2;3;U$S 725.000
WFD2D7;Norte! Cerca de todo! CONDOMINIO FLORENCIA;Excelente estado;Condominio Florencia UV 69 , Norte, Santa Cruz;2015;3;3;436 m2;2;295 m2;3;U$S 285.000
YDD870;Hermosa Casa en Venta en Colinas del Urubo Sector 2;Excelente estado;Colinas del Urubo Sector 2, Urubó, Santa Cruz;2017;5;3;1.541 m2;1;900 m2;3;U$S 995.000
M1FC6F;CASA DE LUJO EN VENTA av. Las Américas esq. Andrés Manso;Excelente estado;Av. Las Américas esq. Andrés Manso, Sur, Santa Cruz;2002;5;3;970 m2;2;700 m2;3;U$S 1.050.000
OCAE61;CASA EN VENTA - ZONA NORTE-BARCELÓ KM 9;Excelente estado;Km 9, Norte, Santa Cruz;¡Preguntale!;4;3;300 m2;2;220 m2;3;U$S 190.000
J4DD1E;Encantadora casa Condominio Barrio Norte en Venta/Alquiler;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2019;4;3;417 m2;2;578 m2;3;U$S 580.000
IC9AC4;PRE-VENTA / ZONA NORTE: Casas de 4 Dormitorios;A estrenar;Av. Banzer km 8 ½, Norte, Santa Cruz;¡Preguntale!;4;3;253 m2;2;190 m2;2;U$S 100.500
U7BB7F;Casa en Venta Barrio El Remanso, Zona Norte;Excelente estado;Remanso, Norte, Santa Cruz;2019;3;3;300 m2;2;278 m2;2;U$S 185.000
S9488E;Linda casa en venta en Rio Sierra Urubo;Excelente estado;Rio Sierra Urubo, Urubó, Santa Cruz;2020;3;3;625 m2;2;400 m2;3;U$S 390.000
K990D8;CASA EN VENTA CONDOMINIO LE PARC COSTANERA CLUB;A estrenar;AV. RADIAL 26 ENTRE 5to. Y 6to. ANILLO, Norte, Santa Cruz;2021;4;3;417 m2;2;422 m2;3;U$S 395.000
P8CFB0;HERMOSA CASA EN COLINAS 2 - URUBÓ;Excelente estado;Colinas Urubo 2, Urubó, Santa Cruz;2021;4;3;1.538 m2;1;620 m2;3;U$S 890.000
Z8F877;HERMOSA CASA EN VENTA COLINAS URUBO II;Excelente estado;Colinas Urubo II, Urubó, Santa Cruz;2018;4;3;1.507 m2;2;500 m2;3;U$S 790.000
J75A52;Casa en condominio Río Sierra Urubo;A estrenar;Condominio Rio Sierra, Urubó, Santa Cruz;2021;3;3;686 m2;2;353 m2;2;U$S 348.000
T7CA1E;CASA DE LUJO EN VENTA EN EQUIPETROL NORTE.;Excelente estado;Equipetrol Norte, Norte, Santa Cruz;2020;4;3;304 m2;1;210 m2;3;U$S 310.000
UC8781;VENTA CASA NORTE - 3 DORM EN SUITE;Excelente estado;AV. BENI Y 5TO ANILLO, Norte, Santa Cruz;2018;3;3;309 m2;2;320 m2;2;U$S 338.000
O2FA9F;CASA DE LUJO EN EL URUBÓ "Condominio Danta Cruz lanvieja";Excelente estado;Condominio Santa Cruz la Vieja , Urubó, Santa Cruz;2022;4;3;554 m2;2;500 m2;3;U$S 410.000
SC6FB2;MONOAMBIENTE AMOBLADO EQUIPETROL;A estrenar;SAN MARTIN 3ER ANILLO EXTERNO C.AZUCENAS, Equipetrol, Santa Cruz;2021;¡Preguntale!;1;41 m2;3;41 m2;¡Preguntale!;U$S 52.000
T20401;LUJOSA CASA COND. RIO SIERRA - URUBO;Excelente estado;condominio Rio sierra , Urubó, Santa Cruz;2020;4;3;625 m2;2;400 m2;3;U$S 390.000
F8919D;Zona norte Casa en Venta (Asai);A estrenar;Zona Norte km 8½ Banzer (Zona Col. Cambridge), Remanso, Santa Cruz;2022;3;3;160 m2;2;162 m2;2;U$S 112.900
NF7B17;hermosa casa en Urubo;Excelente estado;urubo, Urubó, Santa Cruz;2019;5;3;1.500 m2;2;900 m2;3;U$S 990.000
J948B4;8vo anillo alemana;Buen estado;8vo anillo Av. Alemana , Norte, Santa Cruz;¡Preguntale!;3;3;360 m2;1;120 m2;3;U$S 120.000
GE8E3B;CASA EN VENTA - BARRIO URBARI;Excelente estado;ARUMA, Urbari, Santa Cruz;¡Preguntale!;3;3;548 m2;1;272 m2;3;U$S 390.000
